Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-8048,B-3078,clothing,women s clothing,western wear,1.1,6/1/2015,1997.0
P-3132,B-810,tools hardware,tools,gardening tools,3.5,7/1/2019,789.0
P-5888,B-1543,jewellery,bangles bracelets armlets,bracelets,1.8,20/12/2012,241.0
P-11400,B-3032,pens stationery,office supplies,tucasa office supplies,1.8,2/3/2019,957.0
P-111,B-29,pens stationery,office supplies,files and folders,3.9,3/3/2016,424.0
P-9264,B-2390,beauty and personal care,makeup,face,1.3,3/3/2013,291.0
P-11089,B-378,clothing,women s clothing,lingerie sleep swimwear,1.6,7/1/2017,257.0
P-2325,B-3078,beauty and personal care,fragrances,deodorants,5.0,1/12/2018,335.0
P-7398,B-3078,pens stationery,college supplies,geometry pencil boxes,2.8,1/12/2015,490.0
P-9557,B-2475,home decor festive needs,festive decor,holi essentials,3.7,11/3/2015,889.0
P-1303,B-218,beauty and personal care,makeup,nails,3.5,20/5/2013,194.0
P-10740,B-2830,kitchen dining,cookware,pots pans,5.0,1/12/2014,295.0
P-11108,B-2201,clothing,women s clothing,lingerie sleep swimwear,1.3,7/1/2016,182.0
P-4553,B-1207,jewellery,necklaces chains,necklaces,2.4,1/12/2012,158.0
P-8453,B-3078,clothing,men s clothing,t shirts,4.8,12/12/2016,598.0
P-10685,B-2806,home decor festive needs,table decor handicrafts,decorative platters,2.8,4/1/2020,394.0
P-3514,B-909,home furnishing,curtains accessories,curtains,3.0,31/12/2016,442.0
P-3588,B-924,jewellery,necklaces chains,necklaces,3.2,1/12/2018,400.0
P-10034,B-2679,clothing,men s clothing,shirts,2.6,3/12/2012,591.0
P-8209,B-1157,clothing,women s clothing,lingerie sleep swimwear,2.6,7/1/2016,568.0
P-4470,B-1177,home decor festive needs,table decor handicrafts,showpieces,1.3,4/1/2014,642.0
P-2210,B-3078,clothing,women s clothing,western wear,3.0,7/1/2019,840.0
P-5092,B-3078,beauty and personal care,fragrances,deodorants,2.2,1/12/2018,346.0
P-3691,B-945,automotive,accessories spare parts,car bike lighting,4.4,11/3/2018,2108.0
P-101,B-23,clothing,men s clothing,accessories combo sets,4.1,18/4/2017,297.0
P-3103,B-797,mobiles accessories,mobile accessories,headphones,3.6,11/3/2017,3506.0
P-4275,B-3078,bags wallets belts,bags,hand bags,4.7,1/1/2018,391.0
P-6943,B-3078,clothing,women s clothing,western wear,4.4,12/12/2017,343.0
P-9838,B-3078,footwear,women s footwear,wedges,2.9,29/12/2019,597.0
P-2810,B-726,tools hardware,tools,gardening tools,4.8,7/1/2017,860.0
P-748,B-133,automotive,accessories spare parts,car interior exterior,4.9,1/12/2019,1593.0
P-9030,B-2312,toys school supplies,school supplies,umbrellas,2.5,3/3/2018,322.0
P-11342,B-3009,automotive,accessories spare parts,car bike styling,3.6,3/3/2013,2692.0
P-12212,B-3260,jewellery,necklaces chains,necklaces,4.1,1/12/2015,188.0
P-6221,B-1638,home decor festive needs,showpieces,ethnic,1.6,1/12/2015,5543.0
P-1491,B-274,baby care,baby bath skin,baby body wash,4.0,28/3/2013,1248.0
P-5271,B-1407,clothing,kids clothing,girls wear,2.1,11/3/2019,596.0
P-5368,B-1431,jewellery,rings,unknown,3.1,1/1/2020,25205.0
P-8447,B-2224,baby care,infant wear,baby girls clothes,1.9,16/3/2016,772.0
P-10188,B-2701,mobiles accessories,tablet accessories,cases covers,4.3,31/12/2019,256.0
P-9960,B-2607,clothing,women s clothing,formal wear,3.5,19/3/2016,797.0
P-4969,B-3078,clothing,women s clothing,western wear,4.7,1/12/2015,891.0
P-4466,B-1176,computers,laptop accessories,batteries,2.3,7/1/2014,1295.0
P-9041,B-2316,home furnishing,bed linen,blankets quilts dohars,1.6,1/1/2017,1498.0
P-5214,B-3078,clothing,women s clothing,western wear,4.4,1/12/2017,690.0
P-11164,B-3078,watches,wrist watches,timewel wrist watches,1.3,7/1/2016,848.0
P-1476,B-267,automotive,accessories spare parts,car bike lighting,3.9,24/4/2014,285.0
P-744,B-133,automotive,accessories spare parts,car interior exterior,1.3,1/12/2018,1591.0
P-2823,B-730,jewellery,necklaces chains,necklaces,4.0,10/3/2013,1687.0
P-8905,B-2305,jewellery,nose rings studs,radhesh creation crystal yellow gold plated bras,4.0,14/3/2020,391.0
P-205,B-57,home decor festive needs,showpieces,abhushan showpieces,3.7,1/1/2014,694.0
P-7927,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,4.6,2/4/2015,493.0
P-11880,B-3078,clothing,men s clothing,t shirts,3.2,7/1/2020,495.0
P-1793,B-390,tools hardware,tools,gardening tools,5.0,7/1/2013,498.0
P-4560,B-3078,clothing,women s clothing,western wear,4.6,31/12/2017,345.0
P-3778,B-973,tools hardware,tools,gardening tools,4.2,7/1/2016,438.0
P-11433,B-2201,clothing,women s clothing,lingerie sleep swimwear,3.7,7/1/2016,439.0
P-6546,B-2372,clothing,men s clothing,shirts,1.5,3/12/2012,893.0
P-6075,B-1597,home improvement,lawn gardening,plants,2.1,7/1/2017,168.0
P-3658,B-3078,watches,wrist watches,fastrack wrist watches,4.0,7/1/2020,643.0
P-492,B-119,kitchen dining,coffee mugs,akup coffee mugs,2.2,20/3/2017,251.0
P-5751,B-1517,jewellery,rings,unknown,2.8,1/1/2014,18047.0
P-894,B-133,automotive,accessories spare parts,car interior exterior,1.3,1/12/2017,913.0
P-10437,B-2741,automotive,accessories spare parts,car interior exterior,1.8,21/4/2014,353.0
P-11718,B-3146,clothing,women s clothing,fusion wear,4.8,25/4/2014,993.0
P-7310,B-3078,clothing,kids clothing,girls wear,2.4,6/1/2020,961.0
P-7477,B-2001,clothing,women s clothing,ethnic wear,1.1,2/3/2014,1589.0
P-9283,B-3078,watches,wrist watches,ridas wrist watches,4.4,31/12/2017,298.0
P-9410,B-3078,sports fitness,other sports,skating,2.5,4/1/2017,4499.0
P-1095,B-165,pens stationery,office supplies,amy office supplies,2.7,29/12/2018,240.0
P-4669,B-1237,mobiles accessories,tablet accessories,cases covers,4.5,1/1/2017,1193.0
P-2549,B-634,watches,watch accessories,wrist bands,4.3,5/6/2016,143.0
P-5054,B-1333,clothing,women s clothing,western wear,4.8,3/3/2020,2307.0
P-3225,B-838,clothing,men s clothing,cargos shorts 3 4ths,4.8,27/5/2019,493.0
P-5690,B-1517,jewellery,rings,unknown,1.1,1/1/2013,27961.0
P-1933,B-410,mobiles accessories,tablet accessories,cases covers,2.3,7/1/2013,696.0
P-9963,B-2608,sports fitness,fitness accessories,mats,3.4,18/4/2014,425.0
P-6887,B-3078,watches,wrist watches,maxima wrist watches,3.6,7/1/2017,894.0
P-11244,B-2971,kitchen dining,cookware,pots pans,5.0,1/12/2018,301.0
P-2647,B-667,mobiles accessories,tablet accessories,cases covers,4.6,1/1/2015,1684.0
P-3462,B-2372,clothing,women s clothing,western wear,1.1,30/12/2014,411.0
P-7892,B-2102,clothing,women s clothing,formal wear,4.9,2/6/2018,906.0
P-6073,B-1596,automotive,car bike accessories,car interior exterior,4.3,22/6/2017,991.0
P-4703,B-1251,home furnishing,curtains accessories,curtains,4.9,31/12/2012,1331.0
P-3910,B-3078,clothing,women s clothing,western wear,2.4,1/1/2020,281.0
P-8821,B-2274,bags wallets belts,bags,hand bags,4.7,2/3/2013,3989.0
P-7429,B-1993,computers,network components,routers,5.0,1/12/2017,4243.0
P-10379,B-2741,automotive,accessories spare parts,spares performance parts,2.3,12/3/2019,586.0
P-10935,B-2895,computers,network components,routers,4.4,1/12/2013,1675.0
P-6758,B-1793,jewellery,rings,manirathnum ruby gemstone silver ring sterling s,1.1,28/3/2020,744.0
P-12150,B-3238,clothing,kids clothing,boys wear,2.9,2/4/2014,830.0
P-4168,B-3078,footwear,women s footwear,casual shoes,4.1,4/12/2015,491.0
P-5688,B-1517,jewellery,rings,unknown,1.7,1/1/2018,28960.0
P-3897,B-3078,beauty and personal care,fragrances,deodorants,5.0,1/12/2019,376.0
P-6109,B-1614,jewellery,bangles bracelets armlets,bangles,4.2,12/12/2013,331.0
P-5677,B-1517,jewellery,rings,unknown,2.3,1/1/2017,25297.0
P-9537,B-1154,clothing,women s clothing,lingerie sleep swimwear,3.1,7/1/2013,201.0
P-2066,B-3078,clothing,women s clothing,ethnic wear,1.3,1/12/2019,294.0
P-4558,B-3078,clothing,men s clothing,winter seasonal wear,2.8,29/12/2012,1296.0
P-490,B-119,kitchen dining,coffee mugs,akup coffee mugs,4.1,20/3/2019,249.0
P-4397,B-1145,sports fitness,fitness accessories,mats,1.2,18/4/2013,1062.0
P-11839,B-3185,home decor festive needs,wall decor clocks,paintings,4.5,31/12/2012,1939.0
P-7739,B-2059,mobiles accessories,mobile accessories,chargers,4.8,29/4/2017,345.0
P-1325,B-219,home furnishing,curtains accessories,curtains,2.3,3/3/2018,699.0
P-5675,B-1516,clothing,women s clothing,ethnic wear,4.7,13/6/2014,417.0
P-8265,B-3078,watches,wrist watches,perucci wrist watches,4.5,12/12/2015,491.0
P-4119,B-1065,jewellery,rings,unknown,3.7,7/1/2015,467.0
P-4315,B-1116,clothing,women s clothing,western wear,1.8,7/6/2016,823.0
P-6858,B-3078,watches,wrist watches,maxima wrist watches,2.2,7/1/2019,692.0
P-11174,B-3078,watches,wrist watches,timewel wrist watches,4.1,7/1/2015,760.0
P-10018,B-2632,mobiles accessories,mobile accessories,headphones,3.2,7/1/2017,244.0
P-7528,B-3078,beauty and personal care,fragrances,deodorants,1.4,1/12/2014,390.0
P-761,B-133,automotive,accessories spare parts,car interior exterior,4.3,1/12/2014,1590.0
P-3593,B-927,jewellery,bangles bracelets armlets,bracelets,4.6,4/1/2015,231.0
P-5866,B-1533,kitchen dining,kitchen tools,kitchen implements,1.2,1/12/2012,139.0
P-306,B-82,home furnishing,cushions pillows covers,cushion covers,1.4,7/3/2019,383.0
P-12258,B-3269,mobiles accessories,mobile accessories,chargers,2.3,25/3/2015,265.0
P-8620,B-3078,kitchen dining,coffee mugs,printland coffee mugs,4.2,1/12/2018,297.0
P-268,B-2679,clothing,women s clothing,western wear,2.1,30/12/2018,490.0
P-6751,B-1793,jewellery,rings,manirathnum manirathnum garnet gemstone silver r,1.7,28/3/2016,471.0
P-4151,B-1076,mobiles accessories,mobile accessories,cables,2.1,7/3/2019,193.0
P-8436,B-2355,clothing,women s clothing,lingerie sleep swimwear,4.4,7/1/2019,325.0
P-5359,B-1430,jewellery,rings,unknown,4.6,6/1/2017,9842.0
P-9680,B-2517,say uv sterilizer solid filter cartridge 0 pac,unknown,unknown,4.8,10/5/2017,397.0
P-5861,B-2372,clothing,men s clothing,shirts,5.0,6/12/2013,490.0
P-151,B-41,jewellery,necklaces chains,necklaces,3.5,1/12/2012,593.0
P-5055,B-1334,jewellery,necklaces chains,necklaces,2.8,1/12/2013,298.0
P-8469,B-3078,clothing,women s clothing,ethnic wear,4.2,29/12/2018,549.0
P-3827,B-985,cameras accessories,camera accessories,lens hoods,2.5,29/12/2017,4894.0
P-6446,B-3078,sports fitness,team sports,basketball,2.8,29/12/2012,2092.0
P-1745,B-372,automotive,accessories spare parts,spares performance parts,1.8,10/4/2016,1190.0
P-11856,B-3231,clothing,women s clothing,lingerie sleep swimwear,2.4,7/1/2014,292.0
P-921,B-133,automotive,accessories spare parts,car interior exterior,4.1,1/12/2013,919.0
P-2130,B-3078,clothing,women s clothing,western wear,3.4,30/12/2016,493.0
P-8630,B-3078,kitchen dining,coffee mugs,printland coffee mugs,3.7,1/12/2013,299.0
P-8163,B-3078,clothing,women s clothing,western wear,5.0,1/12/2019,828.0
P-3148,B-810,tools hardware,tools,gardening tools,2.4,7/1/2020,491.0
P-906,B-133,automotive,accessories spare parts,car interior exterior,3.9,1/12/2013,913.0
P-7674,B-3078,clothing,men s clothing,t shirts,3.8,13/12/2014,499.0
P-9673,B-2515,tools hardware,tools,tool accessories,4.2,29/12/2017,155.0
P-6414,B-1668,home improvement,electricals,switches accessories,2.0,1/12/2017,211.0
P-5583,B-1481,jewellery,bangles bracelets armlets,bracelets,3.8,4/1/2015,415.0
P-11671,B-3132,automotive,accessories spare parts,car interior exterior,2.0,25/3/2015,896.0
P-453,B-107,toys school supplies,learning educational toys,aimedu toy learning educational toys,2.3,24/5/2018,2843.0
P-6169,B-3078,clothing,women s clothing,western wear,1.1,1/12/2014,849.0
P-9013,B-2307,jewellery,rings,unknown,1.6,1/1/2019,27645.0
P-8331,B-2184,pet supplies,pet apparel,petto raincoat for dog cat grey green,4.5,5/3/2020,2648.0
P-2825,B-732,home kitchen,home appliances,lightings,5.0,11/3/2013,295.0
P-5152,B-3231,clothing,women s clothing,lingerie sleep swimwear,4.8,7/1/2018,291.0
P-873,B-133,automotive,accessories spare parts,car interior exterior,3.7,1/12/2013,920.0
P-11,B-1,automotive,accessories spare parts,car interior exterior,3.0,1/12/2016,1451.0
P-5105,B-2679,clothing,men s clothing,shirts,3.1,6/12/2019,993.0
P-6772,B-3078,footwear,women s footwear,casual shoes,2.6,12/12/2017,826.0
P-993,B-133,automotive,accessories spare parts,car interior exterior,2.6,1/12/2019,1378.0
P-4280,B-334,clothing,women s clothing,lingerie sleep swimwear,3.2,7/1/2013,425.0
P-8205,B-2679,clothing,men s clothing,shirts,1.9,12/12/2015,1497.0
P-6803,B-1811,home decor festive needs,showpieces,marwar showpieces,3.3,1/12/2012,5094.0
P-171,B-2679,clothing,women s clothing,western wear,2.1,30/12/2017,479.0
P-10256,B-3078,watches,wrist watches,sonata wrist watches,2.4,7/1/2016,990.0
P-8021,B-3078,beauty and personal care,combos and kits,oxyglow combos and kits,2.0,12/12/2014,467.0
P-10325,B-2731,footwear,kids infant footwear,for boys,1.8,2/4/2020,490.0
P-2469,B-598,home furnishing,bath linen,towels,3.3,20/12/2016,944.0
P-6341,B-1656,home decor festive needs,festive decor,rakhi,4.0,25/6/2017,346.0
P-2701,B-698,home decor festive needs,flowers plants vases,artificial plants,4.3,25/2/2017,505.0
P-11693,B-3139,jewellery,necklaces chains,necklaces,2.5,1/12/2016,394.0
P-2354,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.7,1/12/2019,304.0
P-4720,B-1256,home decor festive needs,wall decor clocks,wall decals stickers,2.0,29/12/2017,8498.0
P-9881,B-3078,clothing,women s clothing,ethnic wear,2.1,29/12/2016,491.0
P-7677,B-3078,clothing,men s clothing,t shirts,4.2,13/12/2012,498.0
P-4208,B-1083,pens stationery,office supplies,office supplies accessories,3.9,24/2/2016,374.0
P-7026,B-3078,footwear,women s footwear,wedges,4.6,29/12/2013,1012.0
P-7547,B-2015,mobiles accessories,mobile accessories,screen protectors,5.0,12/12/2014,593.0
P-6314,B-1645,computers,laptop accessories,adapters,1.4,12/12/2018,943.0
P-10693,B-2807,jewellery,bangles bracelets armlets,bangles,2.6,30/12/2019,428.0
P-5631,B-1501,kalpaveda copper bowl gold pack of 1,unknown,unknown,3.6,10/5/2014,2395.0
P-7865,B-3078,clothing,men s clothing,t shirts,3.5,13/12/2019,643.0
P-4420,B-3078,clothing,women s clothing,sports gym wear,3.0,6/1/2016,494.0
P-7163,B-1912,bags wallets belts,bags,sling bags,2.2,20/6/2018,449.0
P-10416,B-2741,automotive,accessories spare parts,car bike styling,2.4,25/3/2015,976.0
P-9084,B-3078,clothing,men s clothing,winter seasonal wear,1.0,12/12/2018,1247.0
P-8851,B-334,clothing,women s clothing,lingerie sleep swimwear,5.0,7/1/2017,124.0
P-10803,B-2861,tadd men s women s ankle length socks,unknown,unknown,3.0,10/5/2017,194.0
P-8110,B-2141,footwear,women s footwear,heels,1.1,13/3/2018,1489.0
P-2809,B-725,kitchen dining,kitchen tools,kitchen implements,2.7,1/12/2019,489.0
P-12286,B-3274,automotive,accessories spare parts,spares performance parts,1.1,31/12/2014,1196.0
P-8288,B-1936,furniture,pet furniture,unknown,1.0,29/12/2017,1248.0
P-3042,B-3078,clothing,women s clothing,western wear,2.8,7/1/2019,356.0
P-12513,B-3342,clothing,men s clothing,shirts,2.8,26/6/2014,1047.0
P-166,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.2,1/12/2017,420.0
P-4927,B-1300,jewellery,necklaces chains,necklaces,3.2,1/12/2013,446.0
P-6217,B-1635,clothing,women s clothing,ethnic wear,1.9,3/3/2018,1713.0
P-3963,B-1020,jewellery,rings,unknown,2.1,1/1/2019,26833.0
P-10058,B-2650,watches,wrist watches,sitaram wrist watches,4.3,24/4/2014,104.0
P-3597,B-929,jewellery,necklaces chains,necklaces,3.4,1/12/2013,401.0
P-1360,B-3078,beauty and personal care,makeup,vanity boxes,2.6,4/1/2013,1997.0
P-10090,B-3078,watches,wrist watches,skmei wrist watches,4.4,4/12/2019,1170.0
P-775,B-133,automotive,accessories spare parts,car interior exterior,3.1,1/12/2018,1591.0
P-9065,B-2323,home furnishing,cushions pillows covers,cushion covers,2.0,12/12/2016,871.0
P-7111,B-1894,mobiles accessories,mobile accessories,chargers,4.3,7/3/2015,324.0
P-7912,B-2111,furniture,kids room furniture,kids tables seating,3.0,3/3/2015,1989.0
P-895,B-133,automotive,accessories spare parts,car interior exterior,4.7,1/12/2018,918.0
P-1685,B-3078,beauty and personal care,fragrances,deodorants,4.5,1/12/2013,421.0
P-8358,B-2196,clothing,women s clothing,sports gym wear,3.9,10/5/2016,616.0
P-6637,B-3078,watches,wrist watches,luba wrist watches,4.0,12/12/2017,197.0
P-5773,B-1517,jewellery,rings,unknown,2.4,1/1/2014,29150.0
P-3716,B-3078,footwear,men s footwear,formal shoes,1.8,29/12/2019,551.0
P-3494,B-2372,clothing,women s clothing,western wear,3.4,30/12/2017,421.0
P-7146,B-1906,baby care,infant wear,baby girls clothes,1.5,3/3/2017,765.0
P-12127,B-3235,jewellery,accessories,brooches,4.6,28/2/2017,287.0
P-651,B-133,automotive,accessories spare parts,car interior exterior,5.0,1/12/2015,1590.0
P-5386,B-1432,jewellery,jewellery sets,unknown,2.1,1/1/2016,993.0
P-10937,B-2895,computers,network components,routers,5.0,1/12/2017,799.0
P-6185,B-3078,clothing,women s clothing,western wear,4.5,1/12/2019,820.0
P-7357,B-1973,kitchen dining,kitchen tools,kitchen implements,1.2,2/3/2019,596.0
P-11076,B-2940,threads pals full sleeve self design men s swe,unknown,unknown,2.9,19/4/2020,699.0
P-3271,B-850,mobiles accessories,tablet accessories,cases covers,2.5,1/1/2020,1489.0
P-11614,B-334,clothing,women s clothing,lingerie sleep swimwear,2.6,7/1/2013,171.0
P-647,B-133,automotive,accessories spare parts,car interior exterior,2.6,1/12/2016,1595.0
P-5713,B-1517,jewellery,rings,unknown,3.4,6/1/2017,40173.0
P-3745,B-3078,home decor festive needs,wall decor clocks,clocks,1.7,7/1/2013,1095.0
P-10727,B-2824,jewellery,rings,unknown,4.4,1/1/2014,39991.0
P-2696,B-696,mobiles accessories,mobile accessories,screen protectors,4.4,12/3/2020,244.0
P-10123,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.0,1/12/2014,244.0
P-8919,B-2307,jewellery,rings,unknown,3.6,1/1/2019,37912.0
P-9659,B-3078,clothing,women s clothing,lingerie sleep swimwear,3.3,2/1/2016,692.0
P-770,B-133,automotive,accessories spare parts,car interior exterior,4.6,1/12/2015,1599.0
P-9766,B-2546,home decor festive needs,table decor handicrafts,decorative platters,2.5,4/1/2019,1099.0
P-6068,B-1594,kitchen dining,cookware,pots pans,2.7,7/1/2017,486.0
P-6340,B-1656,home decor festive needs,festive decor,rakhi,2.3,25/6/2014,531.0
P-6269,B-3078,watches,wrist watches,lamex timewear wrist watches,4.0,7/1/2018,789.0
P-9275,B-2394,jewellery,bangles bracelets armlets,bracelets,5.0,20/12/2018,649.0
P-6718,B-3078,footwear,women s footwear,casual shoes,1.5,4/12/2016,1893.0
P-3218,B-3078,clothing,men s clothing,elite neckties men s clothing,3.9,6/1/2020,399.0
P-5903,B-3078,clothing,women s clothing,ethnic wear,4.5,30/12/2018,467.0
P-570,B-133,automotive,accessories spare parts,car interior exterior,4.4,1/12/2019,1596.0
P-1814,B-3078,footwear,women s footwear,casual shoes,2.7,1/12/2018,695.0
P-2253,B-3078,footwear,women s footwear,wedges,1.9,29/12/2015,993.0
P-8156,B-3078,ebooks,science,physics,1.1,7/1/2016,3752.0
P-3592,B-926,jewellery,bangles bracelets armlets,bangles,3.1,30/12/2018,299.0
P-6690,B-3078,clothing,women s clothing,western wear,4.1,1/12/2019,991.0
P-2796,B-720,home decor festive needs,wall decor clocks,wall decals stickers,3.8,17/6/2015,343.0
P-76,B-11,jewellery,bangles bracelets armlets,bracelets,1.6,20/12/2013,2245.0
P-9686,B-2372,clothing,women s clothing,western wear,4.2,30/12/2017,495.0
P-2112,B-473,tools hardware,tools,gardening tools,1.7,7/1/2016,598.0
P-11393,B-3078,footwear,women s footwear,casual shoes,2.2,4/12/2016,2641.0
P-12431,B-3309,clothing,women s clothing,ethnic wear,1.8,30/4/2015,289.0
P-9852,B-2577,jewellery,bangles bracelets armlets,bangles,3.5,30/12/2018,498.0
P-1763,B-376,clothing,kids clothing,infants wear,4.6,6/5/2014,748.0
P-8910,B-2307,jewellery,rings,unknown,2.1,1/1/2018,31193.0
P-6818,B-3078,clothing,men s clothing,winter seasonal wear,3.0,20/12/2018,899.0
P-271,B-3078,footwear,women s footwear,wedges,4.6,7/1/2015,398.0
P-4509,B-1193,jewellery,necklaces chains,necklaces,2.1,1/12/2015,296.0
P-5296,B-1413,computers,computer peripherals,printers inks,3.5,3/1/2013,1497.0
